Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,DateTime
Saturday,BAYVIEW STATION,MUPLB,53,58,W,SHP,6186,2022-03-12 00:19:00
Sunday,CHRISTIE STATION,SUAE,0,0,,BD,0,2022-03-13 03:11:00
Sunday,MCCOWAN STATION,SRUT,5,12,S,SRT,3016,2022-03-13 20:17:00
Sunday,ELLESMERE STATION,MRUI,0,0,N,SRT,0,2022-03-13 21:09:00
Sunday,VAUGHAN MC STATION,SUDP,0,0,S,YU,0,2022-03-13 03:27:00
Sunday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2022-03-13 22:00:00
Sunday,KIPLING STATION,SUDP,0,0,E,BD,5302,2022-03-13 03:28:00
Sunday,LAWRENCE STATION,SUO,0,0,,YU,0,2022-03-13 07:08:00
Sunday,YORKDALE STATION,PUTWZ,4,0,S,YU,6106,2022-03-13 07:42:00
Sunday,VAUGHAN MC STATION,TUNOA,6,12,S,YU,0,2022-03-13 07:56:00
Sunday,YONGE-UNIVERSITY SUBWA,MUO,0,0,,YU,0,2022-03-13 08:00:00
Sunday,KEELE STATION,EULV,5,0,W,BD,5199,2022-03-13 08:08:00
Sunday,DUNDAS WEST STATION,EUCD,7,0,W,BD,5057,2022-03-13 08:30:00
Sunday,DUPONT STATION,PUOPO,0,0,S,YU,5461,2022-03-13 10:12:00
Sunday,RUNNYMEDE STATION,MUIS,0,0,,BD,0,2022-03-13 13:14:00
Sunday,LAWRENCE WEST STATION,MUPAA,6,12,N,YU,5521,2022-03-13 13:51:00
Sunday,UNION STATION,SUDP,4,10,N,YU,5406,2022-03-13 13:53:00
Sunday,BLOOR STATION,SUUT,6,12,S,YU,6121,2022-03-13 15:14:00
Sunday,BLOOR STATION,MUIS,0,0,S,YU,0,2022-03-13 15:26:00
Sunday,ST GEORGE YUS STATION,SUDP,3,9,S,YU,5521,2022-03-13 15:40:00
Sunday,VAUGHAN MC STATION,MUNOA,6,12,S,YU,0,2022-03-13 16:31:00
Sunday,VAUGHAN MC STATION,MUNOA,6,12,S,YU,0,2022-03-13 16:36:00
Sunday,OSSINGTON STATION,SUO,0,0,W,BD,5166,2022-03-13 17:32:00
Sunday,DUNDAS WEST STATION,SUSA,0,0,,BD,0,2022-03-13 17:45:00
Sunday,OSGOODE STATION,SUDP,7,13,S,YU,5406,2022-03-13 18:04:00
Sunday,LAWRENCE STATION,SUDP,6,11,S,YU,5571,2022-03-13 18:57:00
Sunday,COLLEGE STATION,MUIRS,0,0,N,YU,0,2022-03-13 20:39:00
Sunday,EGLINTON WEST STATION,MUSAN,7,14,N,YU,5531,2022-03-13 21:08:00
Sunday,YONGE BD STATION,MUIS,0,0,,BD,0,2022-03-13 21:15:00
Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2022-03-13 22:00:00
Sunday,OSSINGTON STATION,MUIRS,0,0,E,BD,5234,2022-03-13 22:45:00
Sunday,ROYAL YORK STATION,PUMST,0,0,,BD,0,2022-03-13 22:52:00
Sunday,KIPLING STATION,TUO,4,11,E,BD,5205,2022-03-13 23:28:00
Sunday,ST PATRICK STATION,SUDP,3,11,S,YU,6086,2022-03-13 00:16:00
Sunday,GREENWOOD STATION,SUDP,0,0,E,BD,5315,2022-03-13 00:35:00
Sunday,ST GEORGE YUS STATION,SUAP,0,0,,YU,0,2022-03-13 00:44:00
Sunday,BLOOR STATION,SUDP,0,0,,YU,0,2022-03-13 00:48:00
Monday,KENNEDY BD STATION,PUTWZ,21,0,W,BD,5002,2022-03-14 05:39:00
Monday,SCARBOROUGH CTR STATIO,PREL,0,0,,SRT,0,2022-03-14 13:29:00
Monday,EGLINTON STATION (MIGR,MUATC,6,0,S,YU,5726,2022-03-14 05:43:00
Monday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2022-03-14 22:00:00
Monday,WOODBINE STATION,PUTWZ,9,0,E,BD,5091,2022-03-14 05:49:00
Monday,BLOOR STATION,TUCC,10,13,N,YU,5996,2022-03-14 06:00:00
Monday,EGLINTON STATION,MUATC,8,11,S,YU,5591,2022-03-14 07:01:00
Monday,ST GEORGE YUS STATION,PUOPO,4,7,N,YU,5941,2022-03-14 07:09:00
Monday,SPADINA YUS STATION,PUOPO,3,6,N,YU,5941,2022-03-14 07:14:00
Monday,SHERBOURNE STATION,MUPAA,0,0,W,BD,5036,2022-03-14 08:03:00
Monday,EGLINTON STATION (MIGR,MUATC,7,10,S,YU,5796,2022-03-14 08:19:00
Monday,EGLINTON STATION (MIGR,MUATC,7,10,S,YU,5891,2022-03-14 09:06:00
Monday,LAWRENCE STATION,EUSC,0,0,N,YU,5506,2022-03-14 09:54:00
Monday,NORTH YORK CTR STATION,EUSC,0,0,N,YU,5506,2022-03-14 10:05:00
Monday,HIGHWAY 407 STATION,PUOPO,3,6,S,YU,5961,2022-03-14 10:07:00
Monday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5961,2022-03-14 10:10:00
Monday,KIPLING STATION,MUTO,3,7,E,BD,5212,2022-03-14 10:23:00
Monday,EGLINTON STATION,MUATC,4,7,S,YU,5821,2022-03-14 10:45:00
Monday,ST CLAIR WEST STATION,MUPAA,7,10,S,YU,5851,2022-03-14 11:19:00
Monday,UNION STATION,MUIS,0,0,,YU,0,2022-03-14 11:21:00
Monday,WELLESLEY STATION,SUUT,9,12,N,YU,5851,2022-03-14 11:50:00
Monday,BLOOR STATION,SUEAS,8,11,N,YU,5851,2022-03-14 12:01:00
Monday,EGLINTON STATION,SUDP,0,0,S,YU,6026,2022-03-14 12:44:00
Monday,ROYAL YORK STATION,SUDP,7,11,E,BD,5315,2022-03-14 13:02:00
Monday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0,2022-03-14 14:19:00
Monday,WELLESLEY STATION,SUDP,4,7,N,YU,5401,2022-03-14 14:27:00
Monday,COLLEGE STATION,MUPAA,0,0,S,YU,5556,2022-03-14 15:02:00
Monday,LAWRENCE WEST STATION,PUOPO,0,0,S,YU,5826,2022-03-14 15:08:00
Monday,BAY STATION,MUDD,0,0,E,BD,5171,2022-03-14 15:10:00
Monday,WARDEN STATION,SUEAS,9,13,W,BD,5048,2022-03-14 15:16:00
Monday,ST GEORGE BD STATION,SUDP,4,8,E,BD,5032,2022-03-14 15:17:00
Monday,VICTORIA PARK STATION,PUTTC,6,10,W,BD,5319,2022-03-14 15:45:00
Monday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,6066,2022-03-14 16:18:00
Monday,FINCH STATION,MUSC,0,0,N,YU,5936,2022-03-14 16:29:00
Monday,ST CLAIR STATION,EUDO,4,7,S,YU,5566,2022-03-14 16:54:00
Monday,YORKDALE STATION,SUDP,0,0,,YU,0,2022-03-14 17:00:00
Monday,ST GEORGE YUS STATION,SUDP,5,8,N,YU,6081,2022-03-14 17:07:00
Monday,ROYAL YORK STATION,MUSAN,0,0,W,BD,5343,2022-03-14 17:40:00
Monday,HIGH PARK STATION,SUSA,0,0,,BD,0,2022-03-14 18:00:00
Monday,HIGHWAY 407 STATION,PUOPO,5,8,S,YU,5936,2022-03-14 18:04:00
Monday,PIONEER VILLAGE STATIO,PUOPO,4,7,S,YU,5936,2022-03-14 18:11:00
Monday,COLLEGE STATION,MUD,3,6,S,YU,5801,2022-03-14 18:24:00
Monday,EGLINTON STATION,MUATC,5,8,S,YU,5631,2022-03-14 18:28:00
Monday,DOWNSVIEW PARK STATION,MUIR,19,22,N,YU,5491,2022-03-14 18:48:00
Monday,DUFFERIN STATION,SUAP,0,0,W,BD,0,2022-03-14 19:44:00
Monday,KENNEDY BD STATION,SUAP,0,0,E,BD,0,2022-03-14 20:00:00
Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2022-03-14 22:00:00
Monday,DUNDAS STATION,MUPR1,53,58,N,YU,5996,2022-03-14 22:03:00
Monday,DONLANDS STATION,MUDD,0,0,E,BD,5212,2022-03-14 23:02:00
Monday,VAUGHAN MC STATION,MUATC,10,15,S,YU,5441,2022-03-14 23:16:00
Monday,BLOOR STATION,MUIS,0,0,,YU,0,2022-03-14 23:24:00
Monday,KEELE STATION,SUAP,0,0,,BD,0,2022-03-14 23:45:00
Monday,MUSEUM TO EGLINTON STA,PUSZC,110,115,S,YU,6136,2022-03-14 00:13:00
Monday,SHEPPARD WEST STATION,MUATC,0,0,N,YU,5451,2022-03-14 00:39:00
Monday,VAUGHAN MC STATION,MUATC,5,10,S,YU,5416,2022-03-14 01:11:00
Monday,DON MILLS STATION,PUSTS,8,14,E,SHP,6176,2022-03-14 11:21:00
Monday,SHEPPARD-YONGE STATION,PUSTS,3,8,E,SHP,6156,2022-03-14 11:33:00
Monday,SHEPPARD-YONGE STATION,TUSC,0,0,W,SHP,6166,2022-03-14 11:57:00
Monday,DON MILLS STATION,SUDP,5,10,W,SHP,6191,2022-03-14 15:56:00
Tuesday,MCCOWAN STATION,MRTO,4,9,S,SRT,3012,2022-03-15 12:53:00
Tuesday,SPADINA BD STATION,MUIRS,0,0,W,BD,0,2022-03-15 05:02:00
Tuesday,MCCOWAN STATION,MRUIR,6,11,N,SRT,3007,2022-03-15 16:52:00
Tuesday,SPADINA YUS STATION,SUROB,0,0,,YU,0,2022-03-15 05:38:00
Tuesday,KIPLING STATION,TUNIP,3,0,E,BD,5189,2022-03-15 05:40:00
Tuesday,MCCOWAN STATION,MRTO,6,12,N,SRT,3017,2022-03-15 21:55:00
Tuesday,GREENWOOD STATION,TUO,4,9,E,BD,5277,2022-03-15 05:55:00
Tuesday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2022-03-15 22:00:00
Tuesday,KENNEDY BD STATION,MUTO,3,8,W,BD,5277,2022-03-15 06:08:00
Tuesday,ST GEORGE YUS STATION,PUOPO,3,6,N,YU,5941,2022-03-15 06:18:00
Tuesday,SPADINA YUS STATION,PUOPO,5,10,N,YU,5941,2022-03-15 06:22:00
Tuesday,DUPONT STATION,MUATC,3,6,S,YU,5781,2022-03-15 06:43:00
Tuesday,SPADINA YUS STATION,MUATC,3,6,S,YU,5781,2022-03-15 06:51:00
Tuesday,UNION STATION,MUPAA,0,0,N,YU,5421,2022-03-15 07:05:00
Tuesday,WILSON STATION,PUOPO,0,0,S,YU,5931,2022-03-15 07:14:00
Tuesday,YORKDALE STATION,PUOPO,3,6,S,YU,5931,2022-03-15 07:19:00
Tuesday,OSGOODE STATION,MUPAA,0,0,N,YU,5801,2022-03-15 07:24:00
Tuesday,LAWRENCE WEST STATION,PUOPO,6,9,S,YU,5506,2022-03-15 07:47:00
Tuesday,ST GEORGE YUS STATION,TUO,0,0,N,YU,5526,2022-03-15 08:58:00
Tuesday,GLENCAIRN STATION,PUOPO,0,0,N,YU,5501,2022-03-15 09:46:00
Tuesday,EGLINTON STATION,MUATC,5,8,S,YU,6066,2022-03-15 10:21:00
Tuesday,KIPLING STATION,TUKEY,7,11,E,BD,5153,2022-03-15 10:57:00
Tuesday,DUNDAS WEST STATION,MUIRS,0,0,,BD,0,2022-03-15 11:23:00
Tuesday,KIPLING STATION,EUDO,4,8,E,BD,5171,2022-03-15 11:36:00
Tuesday,FINCH STATION,MUSC,0,0,S,YU,5501,2022-03-15 11:44:00
Tuesday,YORK MILLS STATION,MUSAN,5,8,S,YU,5446,2022-03-15 12:03:00
Tuesday,WILSON STATION,PUOPO,4,7,N,YU,6031,2022-03-15 13:11:00
Tuesday,FINCH STATION,SUAP,3,6,N,YU,6026,2022-03-15 13:14:00
Tuesday,WILSON STATION,PUOPO,3,6,N,YU,5626,2022-03-15 13:23:00
Tuesday,WARDEN STATION,MUSAN,4,8,W,BD,5312,2022-03-15 13:57:00
Tuesday,KEELE STATION,PUSTC,3,7,E,BD,5153,2022-03-15 14:29:00
Tuesday,FINCH STATION,MUSC,0,0,S,YU,5856,2022-03-15 14:39:00
Tuesday,KING STATION,SUUT,0,0,S,YU,5556,2022-03-15 14:53:00
Tuesday,EGLINTON STATION,MUPAA,3,6,S,YU,5971,2022-03-15 15:36:00
Tuesday,WILSON STATION,PUOPO,3,6,N,YU,6031,2022-03-15 15:51:00
Tuesday,ST GEORGE YUS STATION,PUOPO,0,0,N,YU,6066,2022-03-15 16:32:00
Tuesday,SPADINA YUS STATION,PUOPO,3,6,N,YU,6066,2022-03-15 16:35:00
Tuesday,BROADVIEW STATION,PUMEL,0,0,,BD,0,2022-03-15 17:44:00
Tuesday,ST CLAIR STATION,PUMEL,0,0,N,YU,5976,2022-03-15 17:50:00
Tuesday,DUFFERIN STATION,SUAP,0,0,E,BD,0,2022-03-15 18:28:00
Tuesday,DUNDAS STATION,MUIRS,0,0,,YU,0,2022-03-15 18:31:00
Tuesday,BLOOR STATION,MUIS,0,0,,YU,0,2022-03-15 18:32:00
Tuesday,SUMMERHILL STATION,MUSAN,3,6,S,YU,5566,2022-03-15 19:17:00
Tuesday,ISLINGTON STATION,PUMEL,0,0,,BD,0,2022-03-15 19:47:00
Tuesday,MUSEUM STATION,TUOS,3,6,N,YU,6081,2022-03-15 20:29:00
Tuesday,ST CLAIR WEST STATION,SUDP,0,0,S,YU,5521,2022-03-15 21:07:00
Tuesday,COLLEGE STATION,MUIR,0,0,N,YU,5986,2022-03-15 21:11:00
Tuesday,ST CLAIR WEST STATION,SUAE,0,0,S,YU,0,2022-03-15 21:18:00
Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2022-03-15 22:00:00
Tuesday,YORK MILLS STATION,PUTOE,3,8,N,YU,5486,2022-03-15 22:28:00
Tuesday,BLOOR STATION,MUIS,0,0,,YU,0,2022-03-15 23:05:00
Tuesday,ST GEORGE BD STATION,SUUT,20,27,W,BD,5166,2022-03-15 23:14:00
Tuesday,COLLEGE STATION,MUPAA,0,0,S,YU,5626,2022-03-15 23:42:00
Tuesday,COXWELL STATION,SUDP,0,0,E,BD,5212,2022-03-15 23:43:00
Tuesday,SHERBOURNE STATION,MUIRS,0,0,,BD,0,2022-03-15 00:15:00
Tuesday,EGLINTON STATION,MUIS,0,0,,YU,0,2022-03-15 00:19:00
Tuesday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5541,2022-03-15 00:35:00
Tuesday,HIGHWAY 407 STATION,PUOPO,5,10,S,YU,5541,2022-03-15 00:40:00
Tuesday,DAVISVILLE STATION,PUTO,4,9,S,YU,5866,2022-03-15 01:06:00
Tuesday,SHERBOURNE STATION,SUDP,0,0,E,BD,5295,2022-03-15 01:20:00
Tuesday,KENNEDY BD STATION,SUUT,0,0,E,BD,5240,2022-03-15 01:42:00
Tuesday,DAVISVILLE STATION,SUDP,0,0,N,YU,5596,2022-03-15 01:52:00
Tuesday,SHEPPARD-YONGE STATION,MUTD,4,9,E,SHP,6196,2022-03-15 12:38:00
Tuesday,BAYVIEW STATION,SUO,0,0,,SHP,0,2022-03-15 14:49:00
Tuesday,SHEPPARD-YONGE STATION,TUSC,0,0,W,SHP,6196,2022-03-15 20:36:00
Wednesday,KENNEDY SRT STATION,ERCO,4,9,N,SRT,3021,2022-03-16 06:51:00
Wednesday,SUMMERHILL STATION,SUDP,7,9,S,YU,5681,2022-03-16 07:06:00
Wednesday,BROADVIEW STATION,PUMO,0,0,,BD,0,2022-03-16 08:33:00
Wednesday,KENNEDY SRT STATION,ERCD,3,8,N,SRT,3021,2022-03-16 07:22:00
Wednesday,SCARBOROUGH CTR STATIO,ERCD,5,10,N,SRT,3021,2022-03-16 07:34:00
Wednesday,YORK MILLS STATION,SUDP,21,24,S,YU,6011,2022-03-16 11:22:00
Wednesday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2022-03-16 22:00:00
Wednesday,YORK MILLS STATION,TUMVS,0,0,S,YU,5991,2022-03-16 11:25:00
Wednesday,VAUGHAN MC STATION,PUOPO,3,6,S,YU,5891,2022-03-16 11:30:00
Wednesday,HIGHWAY 407 STATION,PUOPO,3,6,S,YU,5531,2022-03-16 11:33:00
Wednesday,MAIN STREET STATION,MUIS,0,0,,BD,0,2022-03-16 12:03:00
Wednesday,BLOOR STATION,SUDP,3,6,S,YU,5996,2022-03-16 12:07:00
Wednesday,YORK UNIVERSITY STATIO,PUOPO,5,8,S,YU,5851,2022-03-16 12:40:00
Wednesday,YORK UNIVERSITY STATIO,PUOPO,5,8,S,YU,5851,2022-03-16 12:41:00
Wednesday,ST GEORGE BD STATION,SUDP,0,0,W,BD,5245,2022-03-16 13:21:00
Wednesday,OSSINGTON STATION,MUPAA,0,0,E,BD,5242,2022-03-16 14:26:00
Wednesday,KENNEDY BD STATION,PUMST,0,0,,BD,0,2022-03-16 14:48:00
Wednesday,DUPONT STATION,PUOPO,0,0,N,YU,5816,2022-03-16 16:45:00
Wednesday,FINCH STATION,TUNOA,3,6,S,YU,0,2022-03-16 17:41:00
Wednesday,ST PATRICK STATION,MUPAA,0,0,S,YU,5626,2022-03-16 17:52:00
Wednesday,ST CLAIR STATION,SUAP,0,0,,YU,0,2022-03-16 18:17:00
Wednesday,EGLINTON STATION,MUATC,0,0,S,YU,6081,2022-03-16 19:47:00
Wednesday,KING STATION,EUDO,4,8,N,YU,5521,2022-03-16 20:30:00
Wednesday,SHEPPARD STATION,SUUT,0,0,N,YU,6126,2022-03-16 21:03:00
Wednesday,SUMMERHILL STATION,MUIS,0,0,N,YU,6071,2022-03-16 21:28:00
Wednesday,KING STATION,SUUT,0,0,S,YU,5846,2022-03-16 21:53:00
Wednesday,BLOOR STATION,MUD,7,12,N,YU,6056,2022-03-16 21:58:00
Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2022-03-16 22:00:00
Wednesday,FINCH STATION TO EGLIN,MUO,0,0,,YU,0,2022-03-16 23:00:00
Wednesday,FINCH STATION,MUIS,0,0,,YU,0,2022-03-16 23:00:00
